"","bin_000-contigs_B1","bin_000-contigs_B3","bin_000-contigs_B4","bin_000-contigs_E1","bin_000-contigs_E2","bin_000-contigs_E3"
"scaffold_15181_3",0,0,0,0,0,0
"scaffold_15181_4",0,0,1,0,0,0
"scaffold_15181_5",0,0,1,0,0,0
"scaffold_38867_1",0,0,0,0,0,0
"scaffold_38867_2",0,0,0,0,0,0
"scaffold_30032_1",0,0,0,0,0,0
"scaffold_30032_2",0,0,0,0,0,0
"scaffold_30032_3",0,0,0,0,0,0
"scaffold_30032_4",0,0,0,0,0,0
"scaffold_32455_1",0,0,0,0,0,0
"scaffold_32455_2",0,0,0,0,0,0
"scaffold_32455_3",0,0,0,0,0,0
"scaffold_4119_1",0,0,0,0,0,0
"scaffold_4119_2",0,0,0,0,0,0
"scaffold_4119_3",0,0,0,0,0,0
"scaffold_4119_4",0,0,0,0,0,0
"scaffold_4119_5",0,0,0,0,0,0
"scaffold_4119_6",0,0,0,0,0,0
"scaffold_4119_7",0,0,0,0,0,0
"scaffold_4119_8",0,0,0,0,0,0
"scaffold_4119_9",0,0,0,0,0,0
"scaffold_4119_10",0,0,0,0,0,0
"scaffold_4119_11",0,0,0,0,0,0
"scaffold_4119_12",0,0,0,0,0,0
"scaffold_4119_13",0,0,0,0,0,0
"scaffold_4119_14",0,0,0,0,0,0
"scaffold_4119_15",0,0,0,0,0,0
"scaffold_4119_16",0,0,0,0,0,0
"scaffold_4119_17",0,0,0,0,0,0
"scaffold_4119_18",0,0,0,0,0,0
"scaffold_4119_19",0,0,0,0,0,0
"scaffold_59812_1",0,0,0,0,0,0
"scaffold_9536_1",0,0,0,0,0,0
"scaffold_9536_2",0,0,0,0,0,0
"scaffold_9536_3",0,0,0,0,0,0
"scaffold_9536_4",0,0,0,0,0,0
"scaffold_9536_5",0,0,0,0,0,0
"scaffold_9536_6",0,0,0,0,0,0
"scaffold_9536_7",0,0,0,0,0,0
"scaffold_9536_8",0,0,0,0,0,0
"scaffold_9536_9",0,0,0,0,0,0
"scaffold_9536_10",0,0,0,0,0,0
"scaffold_80797_1",0,0,0,0,0,0
"scaffold_80797_2",0,0,0,0,0,0
"scaffold_129947_1",0,0,0,0,0,0
"scaffold_129947_2",0,0,0,0,0,0
"scaffold_2743_1",0,0,0,0,0,0
"scaffold_2743_2",0,0,0,0,0,0
"scaffold_2743_3",0,0,0,0,0,0
"scaffold_2743_4",0,0,0,0,0,0
"scaffold_2743_5",0,0,0,0,0,0
"scaffold_2743_6",0,0,0,0,0,0
"scaffold_2743_7",0,0,0,0,0,0
"scaffold_2743_8",0,0,0,0,0,0
"scaffold_2743_9",0,0,0,0,0,0
"scaffold_2743_10",0,0,0,0,0,0
"scaffold_2743_11",0,0,0,0,0,0
"scaffold_2743_12",0,0,0,0,0,0
"scaffold_2743_13",0,0,0,0,0,0
"scaffold_2743_14",0,0,0,0,0,0
"scaffold_2743_15",0,0,0,0,0,0
"scaffold_2743_16",0,0,0,0,0,0
"scaffold_2743_17",0,0,0,0,0,0
"scaffold_2743_18",0,0,0,0,0,0
"scaffold_2743_19",0,0,0,0,0,0
"scaffold_2743_20",0,0,0,0,0,0
"scaffold_2743_21",0,0,0,0,0,0
"scaffold_2743_22",0,0,0,0,0,0
"scaffold_8586_1",0,0,0,0,0,0
"scaffold_8586_2",0,0,0,0,0,0
"scaffold_8586_3",0,0,0,0,0,0
"scaffold_8586_4",0,0,0,0,0,0
"scaffold_8586_5",0,0,1,0,0,0
"scaffold_8586_6",0,0,0,0,0,0
"scaffold_8586_7",0,0,0,0,0,0
"scaffold_8586_8",0,0,0,0,0,0
"scaffold_81697_1",0,0,0,0,0,0
"scaffold_81697_2",0,0,0,0,0,0
"scaffold_73736_1",0,0,0,0,0,0
"scaffold_73736_2",0,0,0,0,0,0
"scaffold_73736_3",0,0,0,0,0,0
"scaffold_88480_1",0,0,0,0,0,0
"scaffold_88480_2",0,0,0,0,0,0
"scaffold_26822_1",0,0,0,0,0,0
"scaffold_26822_2",0,0,0,0,0,0
"scaffold_26822_3",0,0,0,0,0,0
"scaffold_26822_4",0,0,0,0,0,0
"scaffold_26822_5",0,0,0,0,0,0
"scaffold_75519_1",0,0,0,0,0,0
"scaffold_75519_2",0,0,0,0,0,0
"scaffold_38608_1",0,0,0,0,0,0
"scaffold_38608_2",0,0,2,0,0,0
"scaffold_71541_1",0,0,0,0,0,0
"scaffold_40100_1",0,0,0,0,0,0
"scaffold_56048_1",0,0,0,0,0,0
"scaffold_56048_2",0,0,0,0,0,0
"scaffold_60006_1",0,0,0,0,0,0
"scaffold_60006_2",0,0,0,0,0,0
"scaffold_474_partial_42731_64072_1",0,0,0,0,0,0
"scaffold_474_partial_42731_64072_2",0,0,0,0,0,0
"scaffold_474_partial_42731_64072_3",0,0,0,0,0,0
"scaffold_474_partial_42731_64072_4",0,0,0,0,0,0
"scaffold_474_partial_42731_64072_5",0,0,1,0,0,0
"scaffold_474_partial_42731_64072_6",0,0,0,0,0,0
"scaffold_474_partial_42731_64072_7",0,0,2,0,0,0
"scaffold_474_partial_42731_64072_8",0,0,0,0,0,0
"scaffold_474_partial_42731_64072_9",0,0,2,0,0,0
"scaffold_474_partial_42731_64072_10",0,0,1,0,0,0
"scaffold_474_partial_42731_64072_11",0,0,0,0,0,0
"scaffold_474_partial_42731_64072_12",0,0,0,0,0,0
"scaffold_474_partial_42731_64072_13",0,0,0,0,0,0
"scaffold_474_partial_42731_64072_14",0,0,0,0,0,0
"scaffold_474_partial_42731_64072_15",0,0,0,0,0,0
"scaffold_474_partial_42731_64072_16",0,0,0,0,0,0
"scaffold_474_partial_42731_64072_17",0,0,0,0,0,0
"scaffold_80688_1",0,0,0,0,0,0
"scaffold_80688_2",0,0,0,0,0,0
"scaffold_48555_1",0,0,0,0,0,0
"scaffold_31225_1",0,0,0,0,0,0
"scaffold_31225_2",0,0,0,0,0,0
"scaffold_31225_3",0,0,0,0,0,0
"scaffold_32830_1",0,0,0,0,0,0
"scaffold_32830_2",0,0,0,0,0,0
"scaffold_16407_1",0,0,0,0,0,0
"scaffold_16407_2",0,0,0,0,0,0
"scaffold_16407_3",0,0,1,0,1,0
"scaffold_20803_1",0,0,0,0,0,0
"scaffold_20803_2",0,0,0,0,0,0
"scaffold_20803_3",0,0,0,0,0,0
"scaffold_20803_4",0,0,0,0,0,0
"scaffold_20803_5",0,0,0,0,0,0
"scaffold_75665_1",0,0,0,0,0,0
"scaffold_75665_2",0,0,0,0,0,0
"scaffold_73007_1",0,0,0,0,0,0
"scaffold_73007_2",0,0,1,0,0,0
"scaffold_44405_1",0,0,0,0,0,0
"scaffold_44405_2",0,0,0,0,0,0
"scaffold_44405_3",0,0,0,0,0,0
"scaffold_65017_1",0,0,0,0,0,0
"scaffold_65017_2",0,0,0,0,0,0
"scaffold_45951_1",0,0,0,0,0,0
"scaffold_45951_2",0,0,0,0,0,0
"scaffold_65541_1",0,0,0,0,0,0
"scaffold_65541_2",0,0,0,0,0,0
"scaffold_24194_1",0,0,0,0,0,0
"scaffold_24194_2",0,0,0,0,0,0
"scaffold_24194_3",0,0,0,0,0,0
"scaffold_24194_4",0,0,0,0,0,0
"scaffold_24194_5",0,0,0,0,0,0
"scaffold_88078_1",0,0,0,0,0,0
"scaffold_88078_2",0,0,0,0,0,0
"scaffold_59818_1",0,0,0,0,0,0
"scaffold_59818_2",0,0,0,0,0,0
"scaffold_41249_1",0,0,0,0,0,0
"scaffold_29975_1",0,0,0,0,0,0
"scaffold_29975_2",0,0,0,0,0,0
"scaffold_29975_3",0,0,0,0,0,0
"scaffold_29975_4",0,0,0,0,0,0
"scaffold_29975_5",0,0,0,0,0,0
"scaffold_29975_6",0,0,0,0,0,0
"scaffold_29975_7",0,0,0,0,0,0
"scaffold_6155_1",0,0,0,0,0,0
"scaffold_6155_2",0,0,0,0,0,0
"scaffold_6155_3",0,0,0,0,0,0
"scaffold_6155_4",0,0,0,0,0,0
"scaffold_6155_5",0,0,0,0,0,0
"scaffold_6155_6",0,0,0,0,0,0
"scaffold_6155_7",0,0,1,0,0,0
"scaffold_6155_8",0,1,0,0,0,0
"scaffold_6155_9",0,0,1,0,0,0
"scaffold_6155_10",0,0,0,0,0,0
"scaffold_6155_11",0,1,0,0,0,0
"scaffold_19583_1",0,0,0,0,0,0
"scaffold_19583_2",0,0,0,0,0,0
"scaffold_19583_3",0,0,0,0,0,0
"scaffold_33525_1",0,0,0,0,0,0
"scaffold_33525_2",0,0,0,0,0,0
"scaffold_33525_3",0,0,1,0,0,0
"scaffold_21695_1",0,0,0,0,0,0
"scaffold_21695_2",0,0,0,0,0,0
"scaffold_21695_3",0,0,0,0,0,0
"scaffold_21695_4",0,0,0,0,0,0
"scaffold_63917_1",0,0,9,0,0,0
"scaffold_63917_2",0,0,1,0,0,0
"scaffold_27179_1",0,0,0,0,0,0
"scaffold_27179_2",0,0,0,0,0,0
"scaffold_27179_3",0,0,0,0,0,0
"scaffold_27179_4",0,0,0,0,0,0
"scaffold_27179_5",0,0,0,0,0,0
"scaffold_34006_1",0,0,0,0,0,0
"scaffold_34006_2",0,0,0,0,0,0
"scaffold_86460_1",0,0,0,0,0,0
"scaffold_86460_2",0,0,0,0,0,0
"scaffold_46095_1",0,0,0,0,0,0
"scaffold_42037_1",0,0,0,0,0,0
"scaffold_42037_2",0,0,0,0,0,0
"scaffold_124753_1",14,0,22,1,9,0
"scaffold_124753_2",3,0,10,1,14,2
"scaffold_72537_1",0,0,0,0,0,0
"scaffold_72537_2",0,0,0,0,0,0
"scaffold_83455_1",0,0,0,0,0,0
"scaffold_83455_2",0,0,0,0,0,0
"scaffold_38457_1",0,0,0,0,0,0
"scaffold_38457_2",0,0,0,0,0,0
"scaffold_38457_3",0,0,0,0,0,0
"scaffold_35955_1",0,0,0,0,0,0
"scaffold_35955_2",0,0,0,0,0,0
"scaffold_73275_1",0,0,0,0,0,0
"scaffold_73275_2",0,0,0,0,0,0
"scaffold_70192_1",0,0,10,0,0,0
"scaffold_70192_2",0,0,0,0,0,0
"scaffold_36937_1",0,0,0,0,0,0
"scaffold_36937_2",0,0,0,0,0,0
"scaffold_36937_3",0,0,0,0,0,0
"scaffold_36937_4",0,0,0,0,0,0
"scaffold_36937_5",0,0,0,0,0,0
"scaffold_36937_6",0,0,0,0,0,0
"scaffold_768_partial_0_22882_1",0,0,0,0,0,0
"scaffold_768_partial_0_22882_2",0,0,0,0,0,0
"scaffold_768_partial_0_22882_3",0,0,0,0,0,0
"scaffold_768_partial_0_22882_4",0,0,0,0,0,0
"scaffold_768_partial_0_22882_5",0,0,1,0,0,0
"scaffold_768_partial_0_22882_6",0,0,0,0,0,0
"scaffold_768_partial_0_22882_7",0,0,0,0,0,0
"scaffold_768_partial_0_22882_8",0,0,0,0,0,0
"scaffold_768_partial_0_22882_9",0,0,0,0,0,0
"scaffold_768_partial_0_22882_10",0,0,0,0,0,0
"scaffold_768_partial_0_22882_11",0,0,0,0,0,0
"scaffold_768_partial_0_22882_12",0,0,0,0,0,0
"scaffold_768_partial_0_22882_13",0,0,0,0,0,0
"scaffold_768_partial_0_22882_14",0,0,0,0,0,0
"scaffold_768_partial_0_22882_15",0,0,0,0,0,0
"scaffold_768_partial_0_22882_16",0,0,1,0,0,0
"scaffold_768_partial_0_22882_17",0,0,0,0,0,0
"scaffold_768_partial_0_22882_18",0,0,0,0,0,0
"scaffold_768_partial_0_22882_19",0,0,0,0,0,0
"scaffold_768_partial_0_22882_20",0,0,0,0,0,0
"scaffold_768_partial_0_22882_21",0,0,0,0,0,0
"scaffold_768_partial_0_22882_22",0,0,0,0,0,0
"scaffold_59074_1",0,0,0,0,0,0
"scaffold_59074_2",0,0,0,0,0,0
"scaffold_59074_3",0,0,0,0,0,0
"scaffold_34502_1",0,0,0,0,0,0
"scaffold_34502_2",0,0,0,0,0,0
"scaffold_34502_3",0,0,0,0,0,0
"scaffold_34502_4",0,0,0,0,0,0
"scaffold_20801_1",0,0,0,0,0,0
"scaffold_20801_2",0,0,0,0,0,0
"scaffold_20801_3",0,0,0,0,0,0
"scaffold_20801_4",0,0,0,0,0,0
"scaffold_52348_1",0,0,0,0,0,0
"scaffold_52348_2",0,0,0,0,0,0
"scaffold_68740_1",0,0,0,0,0,0
"scaffold_18813_1",0,0,0,0,0,0
"scaffold_18813_2",0,0,0,0,0,0
"scaffold_18813_3",0,0,0,0,0,0
"scaffold_18813_4",0,0,0,0,0,0
"scaffold_18813_5",0,0,0,0,0,0
"scaffold_78858_1",0,0,1,0,0,0
"scaffold_78858_2",0,0,0,0,0,0
"scaffold_80716_1",0,0,0,0,0,0
"scaffold_80716_2",0,0,0,0,0,0
"scaffold_39805_1",0,0,0,0,0,0
"scaffold_39805_2",0,0,0,0,0,0
"scaffold_39805_3",0,0,0,0,0,0
"scaffold_39805_4",0,0,0,0,0,0
"scaffold_130954_1",0,8,101,0,9,1
"scaffold_30072_1",0,0,0,0,0,0
"scaffold_30072_2",0,0,0,0,0,0
"scaffold_85928_1",0,0,0,0,0,0
"scaffold_85928_2",0,0,0,0,0,0
"scaffold_74180_1",0,0,0,0,0,0
"scaffold_74180_2",0,0,0,0,0,0
"scaffold_35661_1",0,0,0,0,0,0
"scaffold_35661_2",0,0,0,0,0,0
"scaffold_35661_3",0,0,0,0,0,0
"scaffold_35661_4",0,0,0,0,0,0
"scaffold_35661_5",0,0,0,0,0,0
"scaffold_54889_1",0,0,0,0,0,0
"scaffold_54889_2",0,0,0,0,0,0
"scaffold_88359_1",0,0,0,0,0,0
"scaffold_11040_1",0,0,0,0,0,0
"scaffold_11040_2",0,0,0,0,0,0
"scaffold_11040_3",0,0,0,0,0,0
"scaffold_11040_4",0,0,0,0,0,0
"scaffold_11040_5",0,0,0,0,0,0
"scaffold_53720_1",0,0,0,0,0,0
"scaffold_53720_2",0,0,0,0,0,0
"scaffold_53720_3",0,0,0,0,0,0
"scaffold_50739_1",0,0,0,0,0,0
"scaffold_50739_2",0,0,0,0,0,0
"scaffold_32077_1",0,0,0,0,0,0
"scaffold_32077_2",0,0,0,0,0,0
"scaffold_32077_3",0,0,0,0,0,0
"scaffold_58974_1",0,0,0,0,0,0
"scaffold_58974_2",0,0,0,0,0,0
"scaffold_44559_1",0,0,0,0,0,0
"scaffold_44559_2",0,0,1,0,1,0
"scaffold_52559_1",0,0,0,0,0,0
"scaffold_52559_2",0,0,0,0,0,0
"scaffold_52559_3",0,0,0,0,0,0
"scaffold_52559_4",0,0,0,0,0,0
"scaffold_40401_1",0,0,0,0,0,0
"scaffold_40401_2",0,0,0,0,0,0
"scaffold_16951_1",0,0,0,0,0,0
"scaffold_16951_2",0,0,0,0,0,0
"scaffold_16951_3",0,0,0,0,0,0
"scaffold_16951_4",0,0,0,0,0,0
"scaffold_65844_1",0,0,0,0,0,0
"scaffold_65844_2",0,0,0,0,0,0
"scaffold_87694_1",0,0,0,0,0,0
"scaffold_87694_2",0,0,0,0,0,0
"scaffold_87694_3",0,0,0,0,0,0
"scaffold_56843_1",0,0,0,0,0,0
"scaffold_56843_2",0,0,0,0,0,0
"scaffold_88327_1",0,0,0,0,0,0
"scaffold_88327_2",0,0,0,0,0,0
"scaffold_27602_1",0,0,0,0,0,0
"scaffold_27602_2",0,0,0,0,0,0
"scaffold_27602_3",0,0,0,0,0,0
"scaffold_27602_4",0,0,0,0,0,0
"scaffold_27602_5",0,0,0,0,0,0
"scaffold_27602_6",0,0,0,0,0,0
"scaffold_27602_7",0,0,0,0,0,0
"scaffold_40218_1",0,0,0,0,0,0
"scaffold_40218_2",0,0,3,0,0,0
"scaffold_69162_1",0,0,0,0,0,0
"scaffold_69162_2",0,0,0,0,0,0
"scaffold_69162_3",0,0,0,0,0,0
"scaffold_90699_1",0,0,0,0,0,0
"scaffold_90699_2",0,0,0,0,0,0
"scaffold_40946_1",0,0,0,0,0,0
"scaffold_40946_2",0,0,0,0,0,0
"scaffold_40946_3",0,0,0,0,0,0
"scaffold_40946_4",0,0,0,0,0,0
"scaffold_42324_1",0,0,0,0,0,0
"scaffold_42324_2",0,0,0,0,0,0
"scaffold_42324_3",0,0,0,0,0,0
"scaffold_55372_1",0,0,0,0,0,0
"scaffold_55372_2",0,0,0,0,0,0
"scaffold_35848_1",0,0,0,0,0,0
"scaffold_35848_2",0,0,0,0,0,0
"scaffold_35848_3",0,0,0,0,0,0
"scaffold_86141_1",0,0,0,0,0,0
"scaffold_86141_2",0,0,0,0,0,0
"scaffold_669_partial_19265_35894_1",0,0,0,0,0,0
"scaffold_669_partial_19265_35894_2",0,0,0,0,0,0
"scaffold_669_partial_19265_35894_3",2,4,12,0,0,0
"scaffold_669_partial_19265_35894_4",0,0,0,0,0,0
"scaffold_669_partial_19265_35894_5",0,0,0,0,0,0
"scaffold_669_partial_19265_35894_6",0,0,16,0,1,0
"scaffold_669_partial_19265_35894_7",0,0,4,0,0,2
"scaffold_669_partial_19265_35894_8",0,0,2,0,1,0
"scaffold_669_partial_19265_35894_9",0,2,8,0,0,0
"scaffold_669_partial_19265_35894_10",0,0,5,0,0,0
"scaffold_669_partial_19265_35894_11",0,0,6,0,0,0
"scaffold_669_partial_19265_35894_12",0,0,0,0,0,0
"scaffold_669_partial_19265_35894_13",0,0,5,0,0,0
"scaffold_669_partial_19265_35894_14",0,0,1,2,0,0
"scaffold_669_partial_19265_35894_15",0,0,13,0,0,0
"scaffold_669_partial_19265_35894_16",0,5,11,0,2,0
"scaffold_669_partial_19265_35894_17",0,0,1,0,0,0
"scaffold_669_partial_19265_35894_18",0,0,1,0,0,0
"scaffold_16664_1",0,0,0,0,0,0
"scaffold_16664_2",0,0,0,0,0,0
"scaffold_16664_3",0,0,0,0,0,0
"scaffold_16664_4",0,0,0,0,0,0
"scaffold_16664_5",0,0,0,0,0,0
"scaffold_47062_1",0,0,0,0,0,0
"scaffold_38455_1",0,1,2,0,0,0
"scaffold_38455_2",0,1,14,0,0,0
"scaffold_97388_1",0,0,0,0,0,0
"scaffold_97388_2",0,0,0,0,0,0
"scaffold_25517_1",0,0,0,0,0,0
"scaffold_25517_2",0,0,0,0,0,0
"scaffold_25517_3",0,0,0,0,0,0
"scaffold_75039_1",0,0,0,0,0,0
"scaffold_70912_1",0,0,0,0,0,0
"scaffold_86587_1",0,0,0,0,0,0
"scaffold_86587_2",0,0,0,0,0,0
"scaffold_40097_1",0,0,0,0,0,0
"scaffold_40097_2",0,0,0,0,0,0
"scaffold_40097_3",0,0,0,0,0,0
"scaffold_54393_1",0,0,0,0,0,0
"scaffold_54393_2",0,0,0,0,0,0
"scaffold_46225_1",0,0,0,0,0,0
"scaffold_46225_2",0,0,0,0,0,0
"scaffold_14167_1",0,0,0,0,0,0
"scaffold_14167_2",0,0,0,0,0,0
"scaffold_14167_3",0,0,0,0,0,0
"scaffold_14167_4",0,0,0,0,0,0
"scaffold_14167_5",0,0,0,0,0,0
"scaffold_14167_6",0,0,0,0,0,0
"scaffold_14167_7",0,0,0,0,0,0
"scaffold_4760_1",0,0,0,0,0,0
"scaffold_4760_2",0,0,0,0,0,0
"scaffold_4760_3",0,0,0,0,0,0
"scaffold_4760_4",0,0,0,0,0,0
"scaffold_4760_5",0,0,0,0,0,0
"scaffold_4760_6",0,0,0,0,0,0
"scaffold_4760_7",0,0,0,0,0,0
"scaffold_4760_8",0,0,0,0,0,0
"scaffold_4760_9",0,0,0,0,0,0
"scaffold_4760_10",0,0,0,0,0,0
"scaffold_4760_11",0,0,0,0,0,0
"scaffold_50071_1",0,0,0,0,0,0
"scaffold_50071_2",0,0,0,0,0,0
"scaffold_7587_1",0,0,0,0,0,0
"scaffold_7587_2",0,0,0,0,0,0
"scaffold_7587_3",0,0,0,0,0,0
"scaffold_7587_4",0,0,0,0,0,0
"scaffold_7587_5",0,0,0,0,0,0
"scaffold_7587_6",0,0,1,0,0,0
"scaffold_7587_7",0,0,0,0,0,0
"scaffold_7587_8",0,0,0,0,0,0
"scaffold_7587_9",0,0,0,0,0,0
"scaffold_7587_10",0,0,0,0,0,0
"scaffold_7587_11",0,0,1,0,0,0
"scaffold_17611_1",0,0,0,0,0,0
"scaffold_17611_2",0,0,4,0,0,0
"scaffold_17611_3",0,0,0,0,0,0
"scaffold_11619_1",0,0,0,0,0,0
"scaffold_11619_2",0,0,1,0,0,0
"scaffold_11619_3",0,0,0,0,0,0
"scaffold_11619_4",0,0,0,0,0,0
"scaffold_11619_5",0,0,0,0,0,0
"scaffold_11619_6",0,0,0,0,0,0
"scaffold_11619_7",0,0,0,0,0,0
"scaffold_11619_8",0,0,0,0,0,0
"scaffold_10701_1",0,0,0,0,0,0
"scaffold_10701_2",0,0,0,0,0,0
"scaffold_10701_3",0,0,0,0,0,0
"scaffold_10701_4",0,0,0,0,0,0
"scaffold_10701_5",0,0,0,0,0,0
"scaffold_10701_6",0,0,0,0,0,0
"scaffold_40860_1",0,0,0,0,0,0
"scaffold_40860_2",0,0,0,0,0,0
"scaffold_47567_1",0,0,0,0,0,0
"scaffold_47567_2",0,0,0,0,0,0
"scaffold_47567_3",0,0,0,0,0,0
"scaffold_39517_1",0,0,0,0,0,0
"scaffold_39517_2",0,0,0,0,0,0
"scaffold_67568_1",0,0,0,0,0,0
"scaffold_67568_2",0,0,0,0,0,0
"scaffold_67568_3",0,0,0,0,0,0
"scaffold_60868_1",0,0,0,0,0,0
"scaffold_60868_2",0,0,0,0,0,0
"scaffold_52590_1",0,0,0,0,0,0
"scaffold_52590_2",0,0,0,0,0,0
"scaffold_25892_1",0,0,0,0,0,0
"scaffold_25892_2",0,0,0,0,0,0
"scaffold_25892_3",0,0,0,0,0,0
"scaffold_66424_1",0,0,0,0,0,0
"scaffold_39435_1",0,0,0,0,0,0
"scaffold_39435_2",0,0,0,0,0,0
"scaffold_39435_3",0,0,0,0,0,0
"scaffold_85994_1",0,0,1,0,0,0
"scaffold_85994_2",0,0,0,0,0,0
"scaffold_22949_1",0,0,0,0,0,0
"scaffold_22949_2",0,0,0,0,0,0
"scaffold_22949_3",0,0,0,0,0,0
"scaffold_22949_4",0,0,0,0,0,0
"scaffold_22949_5",0,0,1,0,0,0
"scaffold_89451_1",0,0,0,0,0,0
"scaffold_33959_1",0,0,0,0,0,0
"scaffold_33959_2",0,0,0,0,0,0
"scaffold_33959_3",0,0,0,0,0,0
"scaffold_33959_4",0,0,0,0,0,0
"scaffold_33959_5",0,0,0,0,0,0
"scaffold_33959_6",0,0,0,0,0,0
"scaffold_55965_1",0,0,0,0,0,0
"scaffold_55965_2",0,0,0,0,0,0
"scaffold_89822_1",0,0,0,0,0,0
"scaffold_89822_2",0,0,0,0,0,0
"scaffold_51473_1",0,0,0,0,0,0
"scaffold_51473_2",0,0,0,0,0,0
"scaffold_50666_1",0,0,0,0,0,0
"scaffold_50666_2",0,0,2,0,0,0
"scaffold_43493_1",0,0,2,0,0,0
"scaffold_75689_1",0,0,0,0,0,0
"scaffold_75689_2",0,0,0,0,0,0
"scaffold_78570_1",0,0,0,0,0,0
"scaffold_78570_2",0,0,0,0,0,0
"scaffold_82201_1",0,0,0,0,0,0
"scaffold_11596_1",0,0,0,0,0,0
"scaffold_11596_2",0,0,0,0,0,0
"scaffold_11596_3",0,0,0,0,0,0
"scaffold_11596_4",0,0,0,0,0,0
"scaffold_11596_5",0,0,0,0,0,0
"scaffold_11596_6",0,0,0,0,0,0
"scaffold_47236_1",0,0,0,0,0,0
"scaffold_51858_1",0,0,0,0,0,0
"scaffold_51858_2",0,0,0,0,0,0
"scaffold_150_partial_89483_111832_1",0,0,0,0,0,0
"scaffold_150_partial_89483_111832_2",0,0,0,0,0,0
"scaffold_150_partial_89483_111832_3",0,0,0,0,0,0
"scaffold_150_partial_89483_111832_4",0,0,3,0,0,0
"scaffold_150_partial_89483_111832_5",0,0,1,0,0,0
"scaffold_150_partial_89483_111832_6",0,0,0,0,0,0
"scaffold_150_partial_89483_111832_7",0,0,0,0,0,0
"scaffold_150_partial_89483_111832_8",0,0,0,0,0,0
"scaffold_150_partial_89483_111832_9",0,0,0,0,0,0
"scaffold_150_partial_89483_111832_10",0,0,1,0,0,0
"scaffold_150_partial_89483_111832_11",0,0,0,0,0,0
"scaffold_150_partial_89483_111832_12",0,0,0,0,0,0
"scaffold_150_partial_89483_111832_13",0,0,0,0,0,0
"scaffold_150_partial_89483_111832_14",0,0,0,0,0,0
"scaffold_150_partial_89483_111832_15",0,0,0,0,0,0
"scaffold_150_partial_89483_111832_16",0,0,0,0,0,0
"scaffold_150_partial_89483_111832_17",0,0,1,0,0,0
"scaffold_150_partial_89483_111832_18",0,0,2,0,0,0
"scaffold_60542_1",0,0,1,0,0,0
"scaffold_60542_2",0,0,0,0,0,0
"scaffold_42585_1",0,0,0,0,0,0
"scaffold_42585_2",0,0,0,0,0,0
"scaffold_26454_1",0,0,0,0,0,1
"scaffold_26454_2",0,0,0,0,0,0
"scaffold_26454_3",0,0,0,0,0,0
"scaffold_68563_1",0,0,0,0,0,0
"scaffold_68563_2",0,0,0,0,0,0
"scaffold_42381_1",0,0,0,0,0,0
"scaffold_42381_2",0,0,0,0,0,0
"scaffold_42381_3",0,0,0,0,0,0
"scaffold_75448_1",0,0,0,0,0,0
"scaffold_10585_1",0,0,0,0,0,0
"scaffold_10585_2",0,0,0,0,0,0
"scaffold_10585_3",0,0,0,0,0,0
"scaffold_10585_4",0,0,0,0,0,0
"scaffold_10585_5",0,0,0,0,0,0
"scaffold_68092_1",0,0,0,0,0,0
"scaffold_32995_1",0,0,0,0,0,0
"scaffold_32995_2",0,0,0,0,0,0
"scaffold_32995_3",0,0,0,0,0,0
"scaffold_81271_1",0,0,0,0,0,0
"scaffold_81271_2",0,0,0,0,0,0
"scaffold_29356_1",0,0,0,0,0,0
"scaffold_29356_2",0,0,0,0,0,0
"scaffold_29356_3",0,0,0,0,0,0
"scaffold_22652_1",0,0,0,0,0,0
"scaffold_22652_2",0,0,0,0,0,0
"scaffold_22652_3",0,0,0,0,0,0
"scaffold_22652_4",0,0,0,0,0,0
"scaffold_2917_1",0,0,0,0,0,0
"scaffold_2917_2",0,0,4,0,0,0
"scaffold_2917_3",0,0,0,0,0,0
"scaffold_2917_4",0,0,0,0,0,0
"scaffold_2917_5",0,0,1,0,0,0
"scaffold_2917_6",0,0,0,0,0,0
"scaffold_2917_7",0,0,0,0,0,0
"scaffold_2917_8",0,0,0,0,0,0
"scaffold_2917_9",0,0,0,0,0,0
"scaffold_2917_10",0,0,4,0,0,0
"scaffold_2917_11",0,0,0,0,0,0
"scaffold_2917_12",0,0,0,0,0,0
"scaffold_2917_13",0,0,0,0,0,0
"scaffold_2917_14",0,0,0,0,0,0
"scaffold_2917_15",0,0,0,0,0,0
"scaffold_2917_16",0,0,0,0,0,0
"scaffold_2917_17",0,0,0,0,0,0
"scaffold_2917_18",0,0,0,0,0,0
"scaffold_48057_1",0,0,0,0,0,0
"scaffold_48057_2",0,0,0,0,0,0
"scaffold_84482_1",0,0,0,0,0,0
"scaffold_84482_2",0,0,0,0,0,0
"scaffold_84482_3",0,0,0,0,0,0
"scaffold_40688_1",0,0,0,0,0,0
"scaffold_40688_2",0,0,0,0,0,0
"scaffold_40688_3",0,0,0,0,0,0
"scaffold_35529_1",0,0,0,0,0,0
"scaffold_35529_2",0,0,0,0,0,0
"scaffold_11290_1",0,0,0,2,2,2
"scaffold_11290_2",0,0,0,0,0,0
"scaffold_11290_3",2,0,0,0,0,0
"scaffold_11290_4",0,0,0,0,0,0
"scaffold_11290_5",0,0,4,0,0,0
"scaffold_11290_6",0,0,0,0,0,0
"scaffold_11290_7",0,0,0,0,0,0
"scaffold_10378_1",0,0,0,0,0,0
"scaffold_10378_2",0,0,0,0,0,0
"scaffold_10378_3",0,0,0,0,0,0
